화랑도	hwarangdo
태어나	t'aeŏna
석원	sŏgwŏn
장서	changsŏ
뗿	ttyep
'신전략	'sinjŏllyak
국일	kugil
미해결	mihaegyŏl
뻯	ppek
기록된	kiroktoen
생광	saenggwang
극장	kŭkchang
지락	chirak
말.	mal.
쉬플레망	shwip'ŭllemang
메모리	memori
이노우에	inoue
미친자	mich'inja
따라서	ttarasŏ
파격적인	p'akyŏkchŏgin
텔레토비	t'ellet'obi
장소성	changsosŏng
옜	yet
퀈	k'wŏl
명박	myŏngbak
광명	kwangmyŏng
만재도	manjae-do
대논쟁	taenonjaeng
사투	sat'u
안목	anmok
쇜	swaek
펼치는	p'yŏlch'inŭn
쐕	sswaen
종명	chongmyŏng
돌머	tolmŏ
섭	sŏp
개별	kaebyŏl
법령집	pŏmnyŏngjip
두꺼운	tukkŏun
정열	chŏngyŏl
"""청춘"""	"""ch'ŏngch'un"""
민복	minbok
춘근	ch'ungŭn
88선	88-sŏn
뎊	tep
필원	p'irwŏn
컉	k'yaek
바다	pada
냕	yan
것	kŏt
제주	cheju
싳	sit
앞장	apchang
붬	pwŏm
키워내는	k'iwŏnaenŭn
얏	yat
의학	ŭihak
외생적	oesaengjŏk
뺙	ppyak
모짜르트	motcharŭt'ŭ
명덕	myŏngdŏk
부르조아	pŭrŭchoa
둨	tuk
읍치	ŭpch'i
재위	chaewi
태한	t'aehan
노사정	nosajŏng
전관	chŏn'gwan
눈꺼풀	nunkkŏp'ul
쀴	ppwit
미친다	mich'inda
숎	sop
츠루오카	ch'ŭruok'a
민통선	mint'ongsŏn
소화	sohwa
마태	mat'ae
순택	sunt'aek
부녀회	punyŏhoe
중국내	chunggungnae
유마	yuma
여진족	yŏjinjok
"""삼천리"""	"""samch'ŏlli"""
유명	yumyŏng
막개	makkae
영화관	yŏnghwagwan
지령	chiryŏng
췻	ch'wit
베티스	pet'isŭ
40년	40-yŏn
초파일	ch'op'ail
명교	myŏnggyo
뛠	ttwel
사절	sajŏl
운영기	unyŏnggi
합병	happyŏng
럨	nyaek
그렇지	kŭrŏch'i
열패	yŏlp'ae
현정	hyŏnjŏng
몰랐네	mollanne
북진	pukchin
트인	t'ŭin
체결한	ch'egyŏrhan
훖	hup
가족부	kajokpu
'방위	'pangwi
뵀	pwaet
약전	yakchŏn
전설	chŏnsŏl
칼럼	k'allŏm
체현	ch'ehyŏn
됚	toek
내려간	naeryŏgan
문방구	munbanggu
유교적	yugyojŏk
쵮	ch'oep
미중	michung
전당포	chŏndangp'o
홍	hong
장고	changgo
됁	twaen
고려인들	koryŏindŭl
브러시	pŭrŏsi
100주년	100-chunyŏn
도감	togam
뜻밖	ttŭtpak
슰	sŭl
쐣	sswaet
신회화	sinhoehwa
추남	ch'unam
지리상	chirisang
츹	ch'ŭt
찬주	ch'anju
불안한	puranhan
파편들	p'ap'yŏndŭl
퀇	k'wŏp
폭발	p'okpal
효	hyo
브레인	bŭrein
기다리고	kidarigo
폨	p'yek
배웠다	paewŏtta
아흔아홉	ahŭn-ahop
뽂	ppok
얼러다르	ŏllŏdarŭ
뮈	mi
호러	horŏ
룬	run
표선	p'yosŏn
쨑	tchaet
조식	chosik
지하촌	chihach'on
계좌제	kyejwaje
순성	sunsŏng
궉	kwŏk
넛	nŏt
짺	tchaek
후회하지	huhoehaji
무의미	muŭimi
키우는	k'iunŭn
되어서도	toeŏsŏdo
17년	17-yŏn
여행자들	yŏhaengjadŭl
뙟	ttwaet
쓰	ssŭ
쯅	tchyul
띖	ttŭip
해진	haejin
뇌의학	noeŭihak
정세	chŏngse
잇	it
300권	300-kwŏn
경제지	kyŏngjeji
첫사건	ch'ŏtsakŏn
시익	siik
벌어	pŏrŏ
평기와	p'yŏnggiwa
어화	ŏhwa
됛	toek
퍊	p'yan
토종	t'ojong
부다페스트	pudap'esŭt'ŭ
싎	sip
먟	myaek
읷	ik
매력적인	maeryŏkchŏgin
참법	ch'ampŏp
녀두령	yŏduryŏng
뤨	nwel
휴먼	hyumŏn
두드림	tudŭrim
잘	chal
충웅	ch'ungung
잇다.	itta.
랔	nak
줏대	chuttae
셍	seng
현섭	hyŏnsŏp
1기준	1-kijun
이촌	ich'on
몄	myŏt
카드	k'adŭ
여기자	yŏgija
꺮	kkyaep
멩	meng
문예사	munyesa
평정한	p'yŏngjŏnghan
랖	nap
구미인들	kumiindŭl
몏	myek
튚	t'wip
철학회	ch'ŏrhakhoe
부채표	puch'aep'yo
최화무	ch'oehwamu
증후군	chŭunghugun
오타베	ot'aebe
시행	sihaeng
않다	ant'a
캄	k'am
넘어설수	nŏmŏsŏlsu
뚀	ttyo
'부자	'puja
생태계	saengt'aegye
쒻	sswik
짱구	tchanggu
정권	chŏngkwŏn
민오	mino
준범	chunbŏm
고무	komu
약사	yaksa
현이	hyŏni
인화	inhwa
통계	t'onggye
맅	it
유민사	yuminsa
중기	chunggi
끥	kkŭin
가락	karak
부럼	purŏm
아메리칸	amerik'an
단계별	tan'gyebyŏl
도상국	tosangguk
븹	pip
빌라	pilla
변모	pyŏnmo
수형	suhyŏng
학인	hagin
횑	hoen
멸종사	myŏlchongsa
"""철학"""	"""ch'ŏrhak"""
백번	paekpŏn
우주론	ujuron
설화	sŏrhwa
정설	chŏngsŏl
수필	sup'il
학력별	hangnyŏkpyŏl
춋	ch'ot
키친	k'ich'in
논집	nonjip
맿	mae
개미	kaemi
동식물	tongsingmul
첩례	ch'ŏmnye
피해	p'ihae
톚	t'et
선자	sŏnja
북송	puksong
법제론	pŏpcheron
혼례식	hollyesik
존칭	chonch'ing
종결자	chonggyŏlcha
순규	sungyu
옇	yŏ
오가	oga
냇물	naenmul
만평	manp'yŏng
용익	yongik
수정청	sujŏngch'ŏng
판소리사	p'ansorisa
채색화	ch'aesaekhwa
론리학	nollihak
취임	ch'wiim
경익	kyŏngik
모니터링	monit'ŏring
철훈	ch'ŏrhun
말애	marae
슬프지	sŭlp'ŭji
2000년대	2000-yŏndae
오단	odan
뾑	ppwaet
장단기	changdan'gi
중시	chungsi
논설	nonsŏl
찏	tchik
대극	taegŭk
담으소서	tamŭsosŏ
곒	kyep
례삼	yesam
월향	wŏrhyang
시나위	sinawi
포스코	p'osŭk'o
자폐증	chap'yechŭng
84인	84-in
스웨덴	sŭweden
뭪	mwŏp
갑영	kabyŏng
고지도	kojido
놠	nwal
대표권	taep'yogwŏn
겸구	kyŏmgu
고려대	koryŏdae
총무원	ch'ongmuwŏn
「임진	"""imjin"
몃	myŏt
핼	hael
까닭은	kkadalgŭn
낒	kkit
예형	yehyŏng
당선인	tangsŏnin
시작	sijak
태련	t'aeryŏn
연구실］	yŏnʼgusil
철한	ch'ŏrhan
원융	wŏnyung
모리스-스즈키	morisŭ-sŭjŭk'i
누비장	nubijang
끌려간	kkŭllyŏgan
수용사	suyongsa
아동에	adong-e
차시	ch'asi
요소	yoso
광성	kwangsŏng
맞서	matsŏ
국군	kukkun
진민	chinmin
도	to
스무	sŭmu
넋	nŏk
아까운	akkaun
［번역	pŏnyŏk
놥	nwap
묜	myon
홍엽	hongyŏp
연	yŏn
아이비	aibi
장혁	changhyŏk
조�	chosŏn
홍아	hongsik
쐝	sswael
옝	yeng
하다!	hada!
완결판.	wan'gyŏlp'an.
늙은	nŭlgŭn
짓고	chitko
법구경	pŏpkugyŏng
인노련	innoryŏn
품위	p'umwi
순절록	sunjŏllok
이진	ijin
고감도	kogamdo
"""프레시안"""	"""p'ŭresian"""
럮	nŏk
동남아	tongnama
연애.	yŏnae.
나가사키	nagasak'i
백주년	paekchunyŏn
걭	kyaet
쪔	tchyŏm
낳는	nannŭn
아린	arin
5대륙	5-taeryuk
부터의	put'ŏŭi
챢	ch'ak
즡	chŭt
효과적인	hyokwajŏgin
청탁	ch'ŏngt'ak
유두	yudu
짝	tchak
31인	31-in
퍼포먼스	p'ŏp'omŏnsŭ
쳍	ch'et
용삼	yongsam
뛔	ttwe
1교시	1-kyosi
해야할	haeyahal
"""나"	"""na"
50주년	50-chunyŏn
에는	enŭn
흖	hŭn
둗	tut
서정	sŏjŏng
단계	tan'gye
예우	yeu
안심	ansim
가톨릭시즘	kat'olliksijŭm
재광	chaegwang
기관지	kigwanji
쭰	tchwŏl
훕	hup
뙓	ttwaep
"밀경소"""	"milgyŏngso"""
낙강	nakkang
한암	hanam
낭자	nangja
극로	kŭngno
후대	hudae
면제	myŏnje
분단	pundan
옛길	yetkil
담헌	tamhŏn
정협	chŏnghyŏp
인혁당	inhyŏktang
클레어몬트	k'ŭlleŏmont'ŭ
대단결	taedan'gyŏl
안드레이	andŭrei
무섭다	musŏpta
저항적	chŏhangjŏk
꾧	kkyop
욝	yok
압록강	amnokkang
쥘	chwil
숙권	sukkwŏn
꼩	kkyet
흪	hŭp
실태적	silt'aejŏk
제네바	cheneba
남첩	namch'ŏp
현묵	hyŏnmuk
곌	kyel
1,027명	1,027-myŏng
규수	kyusu
쫴	tchwae
이데일리	ideilli
지음.	chiŭm.
하자고	hajago
가을	kaŭl
삼탄	samt'an
한다	handa
겐	ken
웅크린	ungk'ŭrin
연구를	yŏnʼgurŭl
헌근	hŏngŭn
향기로운	hyanggiroun
우창	uch'ang
군수	kunsu
버터플라이	bŏt'ŏp'ŭllai
잃은	irŭn
궁상	kungsang
아우르는	aurŭnŭn
묻혀	much'yŏ
광야	kwangya
강철왕	kangch'ŏrwang
대개조	taegaejo
벌이다	pŏrida
껼	kkyŏl
맨땅	maenttang
한뎃잠	handetcham
부영	puyŏng
뾿	ppyol
하이라이트	hairait'ŭ
풍자	p'ungja
우뚝	uttuk
뮊	mik
그리고...	kŭrigo...
21세기	21-segi
슲	sŭp
쇌	swael
파라한	p'arahan
피해자들	p'ihaejadŭl
상희	sanghŭi
부장들	pujangdŭl
재구축	chaeguch'uk
좋	cho
22개	22-kae
신루	sillu
오주	oju
동부동	tongbu-dong
대륜	taeryun
빈	pin
융	yung
소공인	sogongin
해현	haehyŏn
헤인	hein
물어	murŏ
않은	anŭn
준수	chunsu
"실의"""	"sirŭi"""
가도	kado
진보당	chinbodang
시게아키	sigeak'i
충립	ch'ungnip
우원	uwŏn
가지도록	kajidorok
인정미	injŏngmi
깨닫는	kkaedannŭn
졆	chŏp
한국인	han'gugin
쬞	tchoep
규모	kyumo
밝힌다	palk'inda
워리어	wŏriŏ
용주	yongju
하잖아요	hajanayo
염려	yŏmnyŏ
뜙	ttyul
꽩	kkwaen
고용된	koyongdoen
보여	poyŏ
탈향	t'arhyang
배움	paeum
추용	ch'uyong
석호	sŏkho
내밀한	naemirhan
건국기	kŏnʼgukki
교지	kyoji
관세	kwanse
칗	ch'i
풕	p'wŏk
코넌트	k'onŏnt'ŭ
곯	kol
관련성	kwallyŏnsŏng
퐞	p'wat
고추장	koch'ujang
구현된	kuhyŏndoen
오면	omyŏn
겵	kyŏl
솪	swak
준규	chungyu
대회팀	taehoet'im
승균	sŭnggyun
"""토지"""	"""t'oji"""
묘지	myoji
레시피	resip'i
12년차	12-yŏnch'a
경제.	kyongje.
여대	yŏdae
적그리스도	chŏkkŭrisŭdo
소시집	sosijip
진것	chinʼgŏt
씯	ssit
태린	t'aerin
엘리너	ellinŏ
황	hwang
지출	chich'ul
솟는다	sonnŭnda
오동	odong
흘러서	hŭllŏsŏ
깐	kkan
점순	chŏmsun
두마	tuma
문예론	munyeron
출판실	ch'ulp'ansail
립	ip
단심	tansim
분배적	punbaejŏk
팩토리	p'aekt'ori
해윤	haeyun
승복	sŭngbok
트로이카	t'ŭroik'a
건개	kŏngae
노균	nogyun
레실	lesil
현필	hyŏnp'il
재강	chaegang
얃	yat
얚	yaek
이중주	ijungju
남일	namil
상범	sangbŏm
쟞	chat
노동부	nodongbu
휊	hwep
주찬	chuch'an
훹	hwŏt
국제주의	kukchejuŭi
몍	myek
동중국	tongjungguk
소암만록	soam
동치미	tongch'imi
맨	maen
선언	sŏnŏn
종웅	chongung
귀국	kwiguk
믈	mŭl
받아	pada
다투다	tat'uda
추며	ch'umyŏ
픆	p'ŭk
아마가와	amagawa
윷	yut
종교인	chonggyoin
낖	kkip
이었나?	iŏnna?
뢹	noek
같게	kakke
날씨	nalssi
무라이	murai
균희	kyunhŭi
캼	k'yam
부민	pumin
성홍	sŏnghong
"""통일"	"""t'ongil"
깬	kkaen
요	yo
체제과	ch'ejekwa
그려진	kŭryŏjin
걷는다	kŏnnŭnda
덕로	tŏngno
민호	minho
회상'--광주	hoesang'--kwangju
꺼지지	kkŏjiji
원측	wŏnch'ŭk
폥	p'yeng
얧	yael
후장	hujang
맞춤법	mach'umpŏp
8강	8kang
롯데	lotte
청해	ch'ŏnghae
세조	sejo
미수복	misubok
살아왔다	sarawatta
선태	sŏnt'ae
쯽	tchŭil
염습	yŏmsŭp
얣	yaep
곀	kyŏk
땀	ttam
폭동	p'oktong
스릴러	sŭrillŏ
눎	num
붉게	pulke
정훈국	chŏnghunʼguk
밂	mim
의존성	ŭijonsŏng
벇	pŏk
저기	chŏgi
깨는	kkaenŭn
휉	hwel
백답	paektap
수운	suun
기회본	kihoebon
병구	pyŏnggu
훅	huk
12월-2014년	12-wŏl-2014-yŏn
만덕	mandŏk
썠	ssyaet
겐지로	kenjiro
공사관	kongsagwan
도쿄·	tok'yo·
탐방	t'ambang
태도	t'aedo
죞	choep
사상록	sasangnok
준환	chunhwan
복녀	pongnyŏ
잡지	chapchi
흋	hyut
퇣	t'waep
캙	k'aek
성균	sŏnggyun
공동	kongdong
임명된	immyŏngdoen
이천년	ich'ŏnnyŏn
태형	t'aehyŏng
왜놈	waenom
천문도	ch'ŏnmundo
시해	sihae
졛	chet
선집」	"sŏnjip"""
댉	taek
4기	4ki
장욱	changuk
북남	pungnam
초점(초점	ch'ojŏm
충훈	ch'unghun
34호	34-ho
감소	kamso
쭼	tchwŏk
명배우	myŏngbaeu
무일	muil
독로강	tongnogang
혴	hyek
좋지요	choch'iyo
술기	sulgi
60회	60-hoe
남익	namik
주민들	chumindŭl
설교	sŏlgyo
따르십시오	ttarŭsipsio
이랬다	iraetta
반장	panjang
기렬	kiryŏl
찬열	ch'anyŏl
심미주의자	simmijuŭija
요루바.	yoruba
50-년사	50-yŏnsa
쉶	swim
감투	kamt'u
초감각	ch'ogamgak
횛	hoel
속뜻	sokttŭt
상페	sangp'e
노직	nojik
곱장칼	kopchangk'al
곡해	kokhae
다카사키	tak'asak'i
갞	kaek
교수들	kyosudŭl
촖	ch'op
태화	t'aehwa
교점	kyojŏm
퉠	t'wŏk
아사쿠라	asak'ura
당의	tangŭi
상쇠들	sangsoedŭl
카세타니	k'aset'ani
하여야	hayŏya
건넌	kŏnnŏn
세울것	seulkŏt
쌺	ssyam
우체국장	uch'egukchang
감상문	kamsangmun
양환	yanghwan
순보	sunbo
이등	idŭng
꼬일	kkoil
꾊	kkoem
오십년사	osimnyŏnsa
릝	nil
비출산	pich'ulsan
릾	ip
쁚	ppŭk
일상성	ilsangsŏng
법대	pŏptae
컙	k'yaep
피어난	p'iŏnan
80년	80-yŏn
드러난	tŭrŏnan
쏶	sswak
케이든	k'eidŭn
욓	oe
븿	pit
은진	ŭnjin
국고	kukko
칠정론	ch'ilchŏngnon
냉담	naengdam
숙련	sungnyŏn
성균관	sŏnggyun'gwan
고시가	kosiga
판타지	p'ant'aji
다르지만	tarŭjiman
임파워먼트	imp'awŏmŏnt'ŭ
돕	top
2000년	2000-yŏn
쭨	tchwŏn
횟	hoet
츮	ch'ŭp
뫉	mwan
탯	t'aet
칭송	ch'ingsong
스타일.	sŭt'ail.
고령화	koryŏnghwa
앋	at
휎	hwep
사람꽃	saramkkot
합쳐지고	hapch'yŏjigo
득규	tŭkkyu
운현	unhyŏn
녪	yep
시간대	sigandae
학술적	haksulchŏk
지도자	chidoja
6백년	6-paengnyŏn
삳	sat
빕	pip
흝	hŭl
이전지	ijŏnji
아나키즘.	anak'ijŭm.
치도	ch'ido
파란만장한	p'aranmanjanghan
훛	hut
육불	yukpul
옥오재	ogojae
죽여	chugyŏ
켮	k'yŏp
초밥	ch'obap
계산서	kyesansŏ
캛	k'aep
충석	ch'ungsŏk
퍘	p'yat
백제인들	paekcheindŭl
볶	pok
도자	toja
탐사기	t'amsagi
튢	t'un
영화인들	yŏnghwaindŭl
상회.	sanghoe
부곡	pugok
세기	segi
봉우리	ponguri
개고	kaego
기념일	kinyŏmil
이코노미'	ik'onomi'
경제사론	kyŏngjesaron
영수，	yŏng-su
조건	chokŏn
덕수	tŏksu
비평．	pip'yŏng.
힘들	himdŭl
데버러	tebŏrŏ
혜훈	hyehun
치균	ch'igyun
촑	ch'ok
넾	nep
썊	ssyap
잇고	itko
에고	ego
죤	chon
연택	yŏnt'aek
긫	kit
흄	hyum
아령	aryŏng
뗜	ttyŏn
뗁	tten
인왕경	inwanggyŏng
지방세	chibangse
꿕	kkwŏk
왖	wat
아들을	adŭrŭl
"석보"""	"sŏkpo"""
퀡	k'wek
가게된	kagedoen
첧	ch'ŏl
선철	sŏnch'ŏl
쾠	k'waet
"""월인"	"""wŏrin"
꽥	kkwaek
배운	paeun
도록	torok
한일사	han-ilsa
아날	anal
독점'	tokchŏm'
붒	pup
종	chong
경규	kyŏnggyu
어보	ŏbo
'진달래	'chindallae
자원론,오늘	chawŏllon,onŭl
아카데미	ak'ademi
들나물	tŭlnamul
구름들	kurŭmdŭl
영경묘	yŏnggyŏngmyo
철불	ch'ŏlbul
바를	parŭl
메카	mek'a
득연	tŭgyŏn
붙자	putcha
뵙	poep
볎	pyŏp
컈	k'yae
뎣	tŏt
인규	ingyu
이렇게	irŏk'e
황금	hwanggŭm
괗	kwa
까마귀	kkamagwi
애호가들	aehogadŭl
민철	minch'ŏl
문임	munim
숨기고	sumgigo
그런데	kŭrŏnde
격	kyŏk
논다	nonda
볟	pyet
회귀	hoegwi
거란	kŏran
툔	t'on
사라지고	sarajigo
운영진	unyŏngjin
쁣	ppŭp
유파	yup'a
과학원	kwahagwŏn
뜧	ttyu
똳	ttwat
장서각	changsŏgak
돝	tot
영기	yŏnggi
카잔차키스	k'ajanch'ak'isŭ
데모당	temodang
한샘	hansaem
빛깔	pitkal
"""포은"	"""p'oŭn"
를'	rŭl'
않으려는	anŭryŏnŭn
제로	chero
퉴	t'wem
석흥	sŏkhŭng
콢	k'op
힌트	hint'ŭ
5가	5ga
첝	ch'ŏn
・곽	kwak
미야자키	miyajak'i
원설	wŏnsŏl
텺	t'ŏp
창조	ch'angjo
화복	hwabok
쌓아	ssaa
륭	yung
솺	swap
성일	sŏngil
용법	yongpŏp
비조	pijo
순종	sunjong
광억	kwangŏk
꽃다운	kkottaun
원홍	wŏnhong
안경알	anʼgyongʼal
다이어리	taiŏri
태라	t'aera
본원	ponwŏn
보낸다	ponaenda
귟	kyuk
쟁론기	chaengnon'gi
'조국'	'choguk'
민화	minhwa
3기	3ki
겮	kyŏn
승호	sŭngho
권력	kwŏllyŏk
즩	chin
막았는가	magannŭnga
좋아지는	choajinŭn
맶	maep
세습	sesŭp
초보자	ch'oboja
거사	kŏsa
보전청	pojŏnch'ŏng
대화집	taehwajip
수궁가	sugungga
교실	kyosil
뽕	ppong
사탕	sat'ang
교토	kyot'o
60대	60-tae
수홍	suhong
토건	t'ogŏn
창조력	ch'angjoryŏk
홙	hwan
코드	k'odŭ
만풍가	manp'ungga
벀	pyaek
만남	mannam
육인	yugin
엄살	ŏmsal
명사문	myŏngsamun
쿄지	k'yoji
당원들	tangwŏndŭl
퇶	t'oek
젖어	chŏjŏ
힙합	hiphap
욕구	yokku
연합사	yŏnhapsa
고등어	kodŭngŏ
제숙	chesuk
지대지	chidaeji
승빈	sŭngbin
쉷	swip
뤾	nwik
툟	t'ol
흥술	hŭngsul
씵	ssil
뤕	nwŏp
'조금만	'chogŭmman
시비	sibi
순호	sunho
선동가'	sŏndongga'
꿚	kkwŏn
놀러	nollŏ
아테네	at'ene
'지리'	'chiri'
쉢	swep
영화론	yŏnghwaron
종로구	chongno-gu
고급	kogŭp
눦	nwŏn
쓰자면	ssŭjamyŏn
니나	nina
졮	chep
이기적	igijŏk
혣	hyet
B끕	bkkŭp
그리고	kŭrigo
산책	sanch'aek
훫	hwŏp
파견	p'agyŏn
반박	panbak
대인수	taeinsu
출산율	ch'ulsanyul
쫐	tchot
들꽃	tŭlkkot
식탁	sikt'ak
연구사적	yŏnʼgusajŏk
일렬	illyŏl
현민	hyŏnmin
않나	anna
학성군	haksŏnggun
짊어진	chilmŏjin
당연	tangyŏn
바[ch'ŭl]라브	pach'ŭllabŭ
찳	ch'ap
강계시	kanggye-si
혁기	hyŏkki
정희·	chŏng-hŭi·
츁	ch'wit
변혁	pyŏnhyŏk
경보기	kyŏngbogi
신촌	sinch'on
세운	seun
동권	tonggwŏn
순교	sunʼgyo
귇	kwit
되찾은	toech'ajŭn
밝은	palgŭn
새들아	saedura
18호	18-ho
흥호	hŭngho
꽂이	kkoji
뿑	ppun
기하학	kihahak
틲	t'ik
참성단	ch'amsŏngdan
절	chŏl
쐌	sswak
늳	nit
'우리	'uri
랺	yan
테사	t'esa
필딩	p'ilding
칼라	k'alla
기녀	kinyŏ
촡	ch'ot
선귤당	sŏn'gyultang
트카첸코	t'ŭk'ach'enk'o
맞서다	matsŏda
일터	ilt'ŏ
춣	ch'ul
튡	t'un
프리	p'ŭri
센타	sent'ŏ
뫐	mwal
높이는	nop'inŭn
닍	in
뮐	mil
쓰레기	ssŭregi
토목	t'omok
뻞	ppŏp
복자	pokcha
전쟁사	chŏnjaengsa
결합시	kyŏrhapsi
고총	koch'ong
별책	pyŏlch'aek
언덕	ŏndŏk
숳	su
신성	sinsŏng
원님	wŏnnim
민국.	min'guk.
운부	unbu
튒	t'wip
미네르바	minerŭba
남았는가	namannŭn'ga
헌	hŏn
아무개	amugae
실용주의	siryongjuŭi
노권	nogwŏn
남하	namha
로!	ro!
남녀	namnyŏ
1책	1ch'aek
울리다	ullida
예술품	yesulp'um
협조	hyŏpcho
쥎	chwep
히치하이커	hich'ihaik'ŏ
대혁	taehyŏk
태진	t'aejin
현실.	hyŏnsil
노병	nobyŏng
마르고	marŭgo
대필	taep'il
통한	t'onghan
공황	konghwang
방황	panghwang
닜	it
선수단	sŏnsudan
혼자와	honjawa
귀수	kwisu
16호	16-ho
솖	som
남성적인	namsŏngjŏgin
다니엘서	tanielsŏ
"""창평"	"""ch'angp'yŏng"
애실	aesil
강대	kangdae
팔만	p'alman
밀려	millyŏ
경무국	kyŏngmuguk
변하는가	pyŏnhanŭnʼga
청개구리	ch'ŏnggaeguri
운문	unmun
정복하다	chŏngbokhada
노리나가	norinaga
텏	t'ek
다면적	tamyŏnjŏk
건웅	kŏnung
화쟁	hwajaeng
윈	win
구결문	kugyŏlmun
구조물	kujomul
모악산	moaksan
꼼	kkom
정착기	chŏngch'akki
쏽	sswak
독어	togŏ
윓	wil
웅비	ungbi
우루과이	urugwai
수상작.	susangjak
뭮	mwek
기본권론	kibonkwŏllon
목록화	mongnokhwa
카자흐스탄	k'ajahŭsŭt'an
니체	nich'e
홍련	hongnyŏn
어쨌다구?	ŏtchaettagu?
닮은	talmŭn
야옹이	yaongi
꿢	kkwŏp
몸부림	momburim
봰	pwaen
에콜로지	ek'oloji
삧	ppit
미술제.	misulche.
한신대	hansindae
유토피아	yut'op'ia
e-비즈니스	e-bijŭnisŭ
가능성	kanŭngsŏng
컾	k'ŏp
퇉	t'wal
깨트린	kkaet'ŭrin
길헌	kirŏn
쳠	ch'ŏm
위안화	wianhwa
범교	pŏmgyo
나갈	nagal
놓지	noch'i
52인	52-in
껒	kkŏt
쇑	swael
문웅	munung
울린	ullin
판례	p'allye
적절한	chŏkchŏrhan
내리실	naerisil
닮으라	talmŭra
핯	hat
쫟	tchwat
뎔	tŏl
후지와라노	hujiwarano
벎	pŏm
흲	hŭin
돈스코이	tonsŭk'oi
해천	haech'ŏn
폭력	p'ongnyŏk
밑바닥	mitpadak
먼로	monno
관해	kwanhae
앙꼬	angkko
꺥	kkyaen
두우울	tuuul
직장이	chikchangi
과학으로서	kwahak
평안도	p'yŏngan-do
빛내인	pinnaein
봯	pwaek
냉철한	naengch'ŏrhan
거북아	kŏbuga
쵻	ch'ok
5364개	5364-kae
잰다	chaenda
규설	kyusŏl
문엽	munyŏp
법관	pŏpkwan
충	ch'ung
쓓	sswi
리천리	ich'ŏn-ni
모교	mogyo
깨도	kkaedo
칼레파	k'allep'a
퀴르발	k'wirŭbal
왕도	wangdo
간단	kandan
대모	taemo
'요즘	'yojŭm
묻은	mudŭn
쇉	swaen
고랑	korang
고당	kodang
민간	min'gan
뭀	mul
혁명」	"hyŏngmyŏng"""
요즘	yojŭm
서	sŏ
쫠	tchwal
주제어	chujeŏ
하버드	habŏdŭ
구희	kuhŭi
휴	hyu
들추다	tŭlch'uda
영어사	yŏngŏsa
성리학파	sŏngnihakp'a
종광	chonggwang
노근리	nogŭn-ni
풗	p'wŏk
정쟁	chŏngjaeng
낙천	nakch'ŏn
후폭풍	hup'okp'ung
충동들	ch'ungdongdŭl
영접	yŏngjŏp
비바	piba
탈추격	t'alch'ugyŏk
장구	changgu
유산적	yusanjok
이...누가	i...nuga
싺	ssak
재스민	chaesŭmin
기독	kidok
로열	royŏl
소곤	sogon
기간제	kiganje
문교부	munʼgyobu
종효	chonghyo
장려금	changnyŏgŭm
쌭	ssaet
뾡	ppoel
탈핵	t'arhaek
설봉록	sŏlbongnok
재영토화	chaeyŏngt'ohwa
변통	pyŏnt'ong
엉겅퀴	ŏnggŏngk'wi
독립장	tongnipchang
빼빼로	ppaeppaero
마켓	mak'et
강안학	kanganhak
고문	komun
푩	p'yol
넬	nel
광춘	kwangch'un
백만	paengman
부싯돌	pusittol
흥사단	hŭngsadan
유물'	yumul'
못하면서	mothamyŏnsŏ
정서적	chŏngsŏjŏk
뉑	nweng
있은	issŭn
귀식	kwisik
이동.	idong.
잠입	chamip
놛	nwat
남이면	nami-myŏn
170선	170-sŏn
춘외춘	ch'unoech'un
돈암	tonam
반구대	pan'gudae
창작과	ch'angjakkwa
뱘	pyal
영화제	yŏnghwaje
토기	t'ogi
음악사.	ŭmaksa.
하지마	hajima
뱩	pyaek
려령	ryŏryŏng
뇿	yot
대도	taedo
껄	kkŏl
치지	ch'iji
교육과	kyoyukkwa
다다오	tadao
갹	kyak
쬢	tchoep
신향	sinhyang
재연	chaeyŏn
태화산	t'aehwasan
극작	kŭkchak
하이!	hai!
쌒	ssap
가풍	kap'ung
신인류	sinillyu
원력	wŏllyŏk
순주	sunju
떡배	ttŏkpae
굛	kyop
채봉	ch'aebong
났는데	nannŭnde
미혁	mihyŏk
형사법	hyŏngsapŏp
채식주의자	ch'aesikchuŭija
스민	sŭmin
겠다	ketta
가습기	kasŭpki
탵	t'aet
쒜	sswe
서체	sŏch'e
레이블	leibŭl
호령한	horyŏnghan
룡걸	yonggŏl
먪	myaep
'싸우는	'ssaunŭn
90년대를	90-yŏndaerŭl
귴	kyuk
않는가?	annŭn'ga?
곟	kye
맹장	maengjang
늍	yut
다점	tajŏm
명홍	myŏnghong
해공	haegong
반민주	panminju
뉉	nwel
승헌	sŭnghŏn
자물쇠	chamulsoe
하이테크	hait'ek'ŭ
안경'	an'gyŏng'
강박	kangbak
왜란사	waeransa
천변	ch'ŏnbyŏn
울어버린	urŏbŏrin
옹관묘	onggwanmyo
공장	kongjang
이방인들	ibangindŭl
증수	chŭngsu
개창	kaech'ang
전치사	chŏnch'isa
애도	aedo
넘	nŏm
소나기	sonagi
놐	nok
16편	16-p'yŏn
교직	kyojik
가담	kadam
퇽	t'oek
묩	myop
예화	yehwa
봉창	pongch'ang
화해꾼	hwahaekkun
철부	ch'ŏlbu
영건청	yŏnggŏnch'ŏng
걗	kyaek
웨하스	wehasŭ
재난	chaenan
